A-Party Number,Total Calls,Unique B-Parties,Average Call Duration,Call Success Rate,Spam
990045353226,939,579,8769,0.61,0
990086815846,765,308,8601,0.65,0
990067335380,2174,852,2068,0.24,1
990092081564,926,291,8126,0.57,0
990032248934,355,504,8391,0.78,0
990074297689,598,600,9217,0.64,0
990043416284,829,646,10017,0.88,0
990065799281,718,506,10916,0.67,0
990017539389,559,570,9822,0.83,0
990086696494,593,358,9167,0.87,0
990036032836,816,550,8710,0.89,0
990042356335,769,775,9405,0.52,0
990093603675,944,404,9187,0.64,0
990071361682,580,521,8279,0.67,0
990054275270,727,749,7253,0.85,0
990084729744,959,577,11331,0.69,0
990004832514,699,628,9604,0.67,0
990069950368,647,727,9163,0.89,0
990055616709,1086,613,6552,0.68,0
990054565396,325,682,9448,0.66,0
990041465048,733,433,9663,0.81,0
990024351317,480,900,9014,0.75,0
990041303787,825,421,8003,0.69,0
990066164230,656,254,8312,0.66,0
990096382010,1593,934,5234,0.17,1
990048794017,2166,1292,7674,0.23,1
990081732989,1360,1738,3393,0.29,1
990052319818,962,662,8763,0.67,0
990087120255,445,604,8382,0.97,0
990066556990,773,715,9705,0.8,0
990021044756,343,464,10915,0.76,0
990019195872,891,245,8946,0.84,0
990042206720,908,391,7857,0.66,0
990034182073,730,571,9867,0.76,0
990093692088,702,374,8692,0.77,0
990091704831,818,371,9811,0.74,0
990081294013,494,418,8360,0.48,0
990099797718,524,355,8316,0.69,0
990087921684,741,468,10712,0.87,0
990085755107,322,756,7925,0.52,0
990090980435,287,648,7369,0.55,0
990065072097,796,307,6937,0.64,0
990024160134,945,692,9349,0.89,0
990053048826,755,604,9723,0.87,0
990057349423,528,571,8611,0.7,0
990017287107,737,566,9394,0.59,0
990022741630,883,501,10278,0.59,0
990000386207,769,555,9270,0.81,0
990023875097,585,472,9649,0.73,0
990087694829,638,396,8168,0.69,0
990084198310,973,783,8566,0.65,0
990057172545,934,413,9239,0.64,0
990081767429,868,471,8508,0.9,0
990052813321,630,724,9562,0.71,0
990005520817,1638,1110,3042,0.14,1
990048232885,801,710,8447,0.88,0
990003486495,925,703,7341,0.57,0
990005482859,164,574,10945,0.55,0
990050617733,721,472,10247,0.61,0
990049134226,852,669,8933,0.82,0
990067679355,427,685,7000,0.63,0
990092097564,863,424,8541,0.74,0
990031851249,726,656,9146,0.73,0
990093541483,866,498,10507,0.47,0
990019780889,504,540,9485,0.58,0
990086877967,694,551,9156,0.48,0
990047093004,1053,433,10536,0.65,0
990031591682,240,531,9980,0.82,0
990009817858,1321,760,7938,0.84,0
990078638383,1222,1107,4764,0.37,1
990005939548,372,444,6753,0.86,0
990014954234,405,632,8703,0.65,0
990084115048,566,741,9016,0.57,0
990080135371,972,646,10539,0.65,0
990073495091,728,377,7464,0.59,0
990085610412,676,533,9421,0.65,0
990021337399,1087,642,8763,0.61,0
990089356801,790,683,9376,0.84,0
990041081520,805,529,8275,0.58,0
990027723447,838,570,9259,0.69,0
990081371624,974,326,7068,0.79,0
990087346423,688,380,9917,0.75,0
990090137420,906,761,10620,0.65,0
990062104067,678,531,9765,0.76,0
990058808468,394,566,9590,0.63,0
990045131702,1118,575,10661,0.61,0
990024952019,494,679,8518,0.63,0
990080974685,701,552,7643,0.62,0
990092069857,672,582,9436,0.8,0
990072120834,690,208,10949,0.8,0
990089087872,491,377,8816,0.63,0
990039605244,644,407,7899,0.85,0
990099664723,769,540,8386,0.78,0
990056762728,860,437,9368,0.84,0
990078379059,652,737,7223,0.74,0
990080065494,922,346,9235,0.73,0
990081546953,862,756,9989,0.8,0
990031513414,656,315,8831,0.69,0
990044618588,1005,699,7404,0.65,0
990024225146,1876,1304,5436,0.29,1
990090499538,542,411,10141,0.71,0
990051384056,1620,1274,3545,0.11,1
990063733110,2008,1327,5056,0.45,1
990011781464,833,491,7970,0.64,0
990086320720,875,267,10036,0.59,0
990029080526,1049,350,9135,0.62,0
990090447857,816,308,8840,0.85,0
990067173488,1085,543,8752,0.51,0
990050978890,1185,1145,2972,0.14,1
990059490433,1066,273,8679,0.58,0
990010704688,996,609,9054,0.58,0
990059166602,703,524,8973,0.78,0
990088951159,568,686,7965,0.69,0
990055008526,1070,572,8665,0.67,0
990078238514,1934,722,3874,0.08,1
990054560293,525,302,8252,0.77,0
990097997318,886,522,9195,0.69,0
990035875879,572,663,7438,0.8,0
990073482406,344,751,8058,0.66,0
990033600314,1076,580,9161,0.59,0
990074989208,409,560,8606,0.92,0
990092693751,573,561,10199,0.77,0
990054801050,498,571,8666,0.77,0
990014462140,1982,1227,4480,0.38,1
990016426863,1006,565,8610,0.83,0
990032680695,730,350,8837,0.63,0
990071559007,672,579,8074,0.71,0
990055294571,726,420,9652,0.86,0
990006664442,1828,1097,3020,0.13,1
990048464705,897,551,8852,0.78,0
990056961784,299,690,9590,0.67,0
990010711502,301,474,9770,0.73,0
990010453277,695,567,8016,0.74,0
990055562967,867,457,8976,0.75,0
990005768464,627,554,9450,0.59,0
990089071905,500,509,7498,0.86,0
990001153461,614,632,8939,0.66,0
990072890156,1627,1085,7968,0.31,1
990090479506,966,509,9730,0.79,0
990001463883,414,736,10129,0.75,0
990089309684,615,570,10482,0.67,0
990026777209,684,764,9671,0.61,0
990060175150,656,241,8347,0.55,0
990087563041,778,448,8500,0.69,0
990023121885,594,458,9334,0.71,0
990013330618,556,574,8908,0.75,0
990008957351,1047,412,10308,0.6,0
990010773663,654,626,8890,0.77,0
990043044469,857,412,8102,0.84,0
990048540072,362,446,7384,0.87,0
990007818590,665,691,8583,0.57,0
990051653243,986,510,9358,0.77,0
990010161734,466,526,9294,0.77,0
990033652690,1734,1215,2271,0.22,1
990036604283,660,379,10821,0.68,0
990057519622,886,395,8684,0.76,0
990043780613,778,538,8555,0.62,0
990053271892,965,635,10205,0.88,0
990056046312,650,543,9598,0.7,0
990044821572,722,401,9906,0.65,0
990063257247,610,954,7609,0.79,0
990054419502,542,580,8919,0.78,0
990004102164,983,479,9673,0.78,0
990053678709,751,786,10077,0.69,0
990037489109,606,575,11373,0.91,0
990051435031,576,539,7400,0.5,0
990067099554,1767,1311,4723,0.29,1
990087159400,1192,686,9967,0.65,0
990031920268,966,522,7966,0.56,0
990045729549,1833,1335,6101,0.29,1
990027023850,869,466,9372,0.66,0
990018996679,1979,1105,3893,0.39,1
990097414672,1564,1495,5263,0.23,1
990097188157,751,762,6992,0.59,0
990088323444,650,499,8896,0.7,0
990031009217,945,202,9539,0.68,0
990059385175,793,592,8545,0.63,0
990015103646,747,501,10072,0.67,0
990026195575,931,550,9564,0.66,0
990005751723,1015,588,8288,0.83,0
990074517987,639,384,9870,0.69,0
990002047944,1891,1361,2415,0.21,1
990035861827,586,543,9215,0.79,0
990020812946,2525,908,4875,0.37,1
990077072086,834,645,9107,0.86,0
990093668025,1012,879,8855,0.64,0
990099602744,605,646,9631,0.77,0
990057476895,569,844,6927,0.95,0
990018638120,506,398,10160,0.68,0
990024462535,935,854,11035,0.73,0
990020628945,751,541,9932,0.59,0
990076928478,998,822,9288,0.73,0
990032748861,559,520,9073,0.66,0
990070602178,668,751,7777,0.62,0
990002739461,571,316,9013,0.85,0
990048039136,708,429,8594,0.48,0
990039253522,757,511,9333,0.57,0
990071765383,612,420,7055,0.64,0
990015531995,997,393,9229,0.6,0
990071928776,1247,668,9622,0.68,0
990098812843,1094,734,9198,0.81,0
990068735096,764,405,9086,0.56,0
990066622977,778,672,9407,0.81,0
990045095654,924,418,10349,0.69,0
990073109524,516,385,8599,0.57,0
990095749859,572,530,9008,0.5,0
990019903273,1335,1450,5346,0.33,1
990021641421,857,425,8223,0.65,0
990087732301,460,535,11057,0.73,0
990014012408,311,388,8835,0.63,0
990035912464,1015,762,10967,0.54,0
990072048342,88,495,8785,0.81,0
990089896340,708,435,10162,0.75,0
990033789906,629,569,10060,0.91,0
990057802496,613,425,7785,0.72,0
990061549386,766,400,6892,0.72,0
990096943982,1019,731,9413,0.64,0
990000681322,609,694,9766,0.69,0
990074088370,659,619,8678,0.81,0
990018403253,590,286,6875,0.9,0
990010662534,1075,1056,4269,0.24,1
990053513792,419,490,9985,0.81,0
990052479227,215,695,8484,0.68,0
990092072846,595,431,8648,0.67,0
990018645334,698,608,9972,0.49,0
990003305281,780,615,7309,0.67,0
990093008521,1691,1512,5514,0.34,1
990039203173,827,264,8568,0.85,0
990054032349,477,472,9703,0.68,0
990072740299,819,363,8838,0.62,0
990053979331,417,770,7198,0.76,0
990061967208,989,864,9138,0.8,0
990062307878,970,497,9285,0.67,0
990054479291,652,329,9040,0.65,0
990089313674,778,564,10112,0.59,0
990060866178,222,785,8409,0.8,0
990042800457,1569,1021,4357,0.25,1
990017714003,173,572,9013,0.71,0
990088888296,885,374,9129,0.67,0
990026995974,562,652,10989,0.45,0
990076460965,1117,584,7501,0.75,0
990052607314,322,521,9009,0.67,0
990031223712,468,498,11538,0.79,0
990083957765,220,383,10598,0.44,0
990079124020,822,374,10141,0.79,0
990099252152,380,536,8107,0.74,0
990017571118,1069,480,9658,0.73,0
990010302669,960,707,8909,0.79,0
990077553125,764,809,9950,0.59,0
990003414841,818,667,8843,0.67,0
990048876188,1632,1303,3483,0.28,1
990082432364,963,474,10494,0.63,0
990090026608,821,477,9897,0.64,0
990051790226,672,699,7795,0.71,0
990086101332,927,578,8521,0.75,0
990017046979,493,523,10328,0.49,0
990017755936,657,488,11025,0.72,0
990098990159,1321,162,11677,0.69,0
990085986622,186,232,9421,0.63,0
990089872590,799,463,8853,0.79,0
990065972838,509,355,8766,0.86,0
990081314669,736,521,9726,0.58,0
990022750405,693,541,10065,0.5,0
990099802078,748,605,11379,0.68,0
990010347599,761,580,8144,0.65,0
990084796424,1063,632,8750,0.68,0
990086964896,701,500,8708,0.74,0
990007324551,1068,331,7891,0.62,0
990032094014,1023,676,9397,0.63,0
990028317052,1023,392,8204,0.68,0
990085192002,670,562,9156,0.9,0
990065490101,971,385,8405,0.87,0
990055679758,870,580,9684,0.67,0
990097598907,620,791,9245,0.62,0
990042526765,1213,483,9644,0.63,0
990079765804,642,547,9183,0.77,0
990075766121,1976,1701,5727,0.36,1
990088948771,1058,514,8957,0.65,0
990098738566,580,327,9678,0.65,0
990024472393,552,677,8435,0.75,0
990094297746,365,598,9091,0.75,0
990008180949,639,635,7953,0.77,0
990016619352,521,498,7843,0.63,0
990084130275,496,531,9400,0.59,0
990050593340,653,537,8079,0.77,0
990031829660,681,557,9636,0.68,0
990081980262,783,253,7699,0.57,0
990071833907,363,466,11118,0.72,0
990049157931,762,677,7809,0.89,0
990006104239,719,585,8746,0.67,0
990085166549,667,327,7977,0.81,0
990094973358,746,607,7935,0.64,0
990008520130,950,696,10013,0.43,0
990041434686,660,657,7951,0.62,0
990016602161,428,680,10690,0.68,0
990046614319,343,568,7214,0.7,0
990019629454,2196,1072,4010,0.09,1
990070012313,749,404,9314,0.76,0
990065821944,1173,138,8446,0.71,0
990089664293,884,598,7951,0.69,0
990017178919,446,830,9910,0.71,0
990045817844,644,320,9695,0.72,0
990018169607,2638,1290,4687,0.29,1
990007633266,389,778,10086,0.57,0
990012587428,189,429,8748,0.72,0
990063882872,847,401,9964,0.77,0
990098101424,601,297,10069,0.85,0
990084124201,1723,890,2475,0.33,1
990086384089,1301,598,7195,0.57,0
990052325565,601,661,9600,0.72,0
990042700166,681,346,6995,0.53,0
990093677350,500,712,7055,0.64,0
990093756989,992,826,10260,0.58,0
990070004808,875,643,7541,0.46,0
990034980970,652,591,9584,0.67,0
990095980599,906,522,7458,0.77,0
990051403969,316,545,8794,0.75,0
990064573354,528,317,7959,0.65,0
990057396901,936,724,7835,0.45,0
990085331611,1837,1375,5240,0.15,1
990040657777,494,750,7528,0.75,0
990056210291,456,556,9472,0.55,0
990006343323,694,364,8569,0.49,0
990080468067,1001,392,6390,0.66,0
990042454088,598,425,8284,0.82,0
990003380962,1198,585,9192,0.78,0
990035197932,527,431,9033,0.74,0
990056499342,1192,1224,4070,0.22,1
990017866560,929,546,10346,0.79,0
990079006753,334,485,10067,0.64,0
990074818361,667,650,9541,0.6,0
990041322801,863,593,8159,0.64,0
990055655591,973,380,8149,0.5,0
990077629112,678,405,8918,0.79,0
990055372346,724,654,9278,0.72,0
990085182593,659,479,7304,0.7,0
990003517763,1041,390,9013,0.72,0
990030996468,703,640,8246,0.7,0
990070014854,797,666,9621,0.68,0
990065426286,919,341,9551,0.62,0
990047831269,595,572,8271,0.86,0
990063619117,698,280,9155,0.53,0
990028151204,561,574,6649,0.7,0
990013731517,774,526,8827,0.72,0
990044439713,847,501,9222,0.75,0
990057271316,869,652,7947,0.85,0
990090595909,907,651,10725,0.69,0
990006805560,837,219,9554,0.79,0
990012116587,828,455,7930,0.84,0
990058747476,622,598,9451,0.61,0
990028892996,2062,1055,4526,0.34,1
990062146282,460,476,9586,0.76,0
990040843721,714,248,8638,0.65,0
990044890356,1137,534,9216,0.66,0
990078344553,987,378,7588,0.67,0
990020384291,733,429,8956,0.44,0
990027764788,743,582,10295,0.46,0
990017444989,1439,1010,4825,0.23,1
990080310866,1132,953,9060,0.69,0
990044195335,964,445,8949,0.77,0
990041566210,786,420,8786,0.8,0
990005307233,867,371,6162,0.59,0
990018982051,1105,522,8927,0.57,0
990058237547,1016,340,9347,0.73,0
990058070371,842,527,7369,0.73,0
990025919101,2184,1596,2016,0.1,1
990098203537,929,630,8898,0.78,0
990039750081,911,705,8950,0.82,0
990065862644,777,656,10403,0.87,0
990090638153,910,697,10148,0.62,0
990045570736,679,761,8114,0.57,0
990082082130,655,461,8635,0.82,0
990072068025,547,657,9630,0.73,0
990087402181,389,535,7320,0.79,0
990009940041,558,542,9780,0.7,0
990097655325,539,805,7576,0.6,0
990024747312,584,621,10459,0.76,0
990009245750,511,638,10341,0.66,0
990062695073,752,458,8993,0.71,0
990057168598,603,479,8847,0.62,0
990091600084,393,597,9297,0.62,0
990081804783,1239,107,7971,0.74,0
990047428160,842,434,10864,0.57,0
990032819775,703,646,8484,0.77,0
990016349239,634,484,7947,0.7,0
990006289335,499,815,10348,0.7,0
990096575598,497,475,9229,0.65,0
990043180898,858,652,11454,0.73,0
990024782844,720,611,8940,0.71,0
990045631699,1787,1201,4075,0.28,1
990050345556,1247,1340,5459,0.42,1
990086431341,324,713,7047,0.78,0
990059582048,799,302,10098,0.64,0
990052126889,1950,1017,6287,0.34,1
990079453673,871,304,8958,0.93,0
990018835726,405,556,9891,0.72,0
990035504325,707,262,8344,0.81,0
990017949452,706,533,7661,0.69,0
990001068836,965,497,9214,0.46,0
990052132613,811,483,10344,0.6,0
990003526392,1606,639,2076,0.17,1
990016689280,1084,777,10173,0.77,0
990030457290,611,664,9536,0.65,0
990054072150,566,405,9259,0.66,0
990040643865,572,668,10703,0.6,0
990091504894,751,674,8634,0.5,0
990054822930,595,390,7275,0.64,0
990003096036,2307,1056,4508,0.17,1
990001012574,801,745,8965,0.61,0
990064511685,571,783,9747,0.74,0
990065025831,974,756,9349,0.75,0
990055877842,955,654,6739,0.62,0
990050940906,1566,714,2116,0.42,1
990038078103,921,503,9190,0.72,0
990069422247,474,556,9975,0.73,0
990055104000,497,575,8992,0.72,0
990062459432,729,618,10013,0.85,0
990009975307,974,244,9063,0.66,0
990024680177,493,493,9823,0.67,0
990020606064,1143,583,8375,0.74,0
990046521314,669,388,9856,0.8,0
990072960904,412,423,9417,0.79,0
990032867133,824,365,9501,0.7,0
990017602169,483,533,11464,0.61,0
990071206396,611,697,7827,0.59,0
990029727534,856,633,10750,0.6,0
990057030429,1338,463,6301,0.65,0
990059634020,416,347,8172,0.77,0
990064961190,643,517,8632,0.6,0
990028001189,504,774,10589,0.71,0
990097047525,935,957,8616,0.72,0
990025883021,893,398,8611,0.78,0
990062095689,499,638,8721,0.57,0
990050648754,702,413,7778,0.79,0
990019620002,948,798,10412,0.76,0
990038592659,1045,844,6670,0.15,1
990097924835,728,400,9890,0.57,0
990007898923,1282,840,4166,0.52,1
990088550460,791,439,9009,0.72,0
990056141282,1206,676,9250,0.69,0
990049265807,812,540,10243,0.85,0
990043093292,1001,1125,3076,0.37,1
990034899300,893,644,9352,0.52,0
990073524593,803,282,8532,0.81,0
990021707191,528,604,8884,0.61,0
990030627776,914,411,7902,0.84,0
990056103813,882,385,10003,0.81,0
990057781980,688,514,7883,0.74,0
990053682404,295,619,7988,0.82,0
990024162027,868,405,9339,0.73,0
990018763888,872,509,9308,0.7,0
990026676819,730,542,9163,0.63,0
990068429358,799,853,8428,0.81,0
990075907390,1153,428,8252,0.6,0
990034324748,464,317,8811,0.84,0
990083163722,586,768,10239,0.66,0
990045268557,1032,436,7877,0.74,0
990000967529,657,279,8921,0.73,0
990077717112,1071,412,7746,0.81,0
990063093044,368,726,10499,0.88,0
990098801628,1110,208,7897,0.78,0
990000160344,374,770,7356,0.65,0
990063212774,838,603,9537,0.6,0
990085471725,784,503,7595,0.62,0
990074440241,410,620,10283,0.73,0
990086074943,477,725,9112,0.69,0
990062060053,561,377,9734,0.72,0
990009223920,1074,379,7646,0.47,0
990018139190,539,521,8836,0.69,0
990096629365,849,695,10367,0.87,0
990046299948,497,569,10564,0.55,0
990026493566,1753,1260,2721,0.24,1
990060324577,1944,1206,5070,0.32,1
990019195916,623,466,7977,0.75,0
990015755878,544,373,8457,0.72,0
990064915298,634,348,8838,0.67,0
990099582445,2299,923,5704,0.31,1
990041558444,922,778,9956,0.73,0
990053637072,918,548,8652,0.61,0
990096882849,901,551,7702,0.76,0
990045568692,806,753,10319,0.65,0
990097651569,747,526,9310,0.69,0
990010285759,917,840,10255,0.81,0
990099169188,620,489,9823,0.83,0
990052474616,1722,990,4106,0.34,1
990025945667,2053,843,4199,0.46,1
990044542469,1708,634,4580,0.25,1
990006502669,1940,1215,4175,0.33,1
990034996995,378,681,8415,0.67,0
990069066291,1931,795,4660,0.21,1
990067889591,620,394,9700,0.45,0
990043994728,790,577,9256,0.8,0
990078761521,901,746,10006,0.71,0
990048621586,1001,926,11081,0.66,0
990079591044,1171,470,9315,0.68,0
990093018401,833,744,9218,0.8,0
990048727560,790,555,7435,0.69,0
990012751004,763,683,7521,0.81,0
990008281236,913,714,9531,0.73,0
990045914738,823,744,9712,0.78,0
990010208922,2292,1061,4636,0.26,1
990006892031,964,407,9542,0.69,0
990035537980,1125,519,8349,0.64,0
990097844734,836,821,9741,0.72,0
990087280838,858,512,9539,0.71,0
990046409375,339,530,10656,0.74,0
990060951504,468,406,7969,0.72,0
990064503457,800,390,10266,0.79,0
990046581999,857,492,9706,0.75,0
990055075049,620,460,7591,0.67,0
990076954261,999,570,9066,0.69,0
990066659764,894,519,8143,0.59,0
990096937362,1291,523,7793,0.62,0
990067834056,1213,555,8543,0.61,0
990031058535,490,544,9244,0.7,0
990054440288,568,450,8995,0.57,0
990041777414,868,624,8427,0.77,0
990074302650,804,398,9342,0.59,0
990039708021,896,465,8878,0.62,0
990092389827,740,366,9052,0.6,0
990069019166,548,390,10259,0.5,0
990017802743,547,730,9929,0.94,0
990043340494,877,352,8176,0.72,0
990052164446,1163,756,7841,0.77,0
990057701212,1204,524,9472,0.64,0
990002208143,848,383,8905,0.88,0
990003326807,1139,344,11620,0.78,0
990076612119,730,630,8562,0.63,0
990047966574,732,319,9840,0.71,0
990046073891,768,653,9838,0.6,0
990044052013,501,485,8896,0.62,0
990010069080,529,554,10110,0.73,0
990056342295,684,711,8639,0.7,0
990065869251,925,783,10006,0.73,0
990027008046,730,710,8207,0.8,0
990012949516,763,586,8907,0.76,0
990033400442,2057,1818,3549,0.38,1
990037326275,109,612,7702,0.65,0
990073625809,823,505,8092,0.74,0
990006926212,1056,475,8958,0.77,0
990003604852,2066,1091,6016,0.22,1
990013790160,702,585,10003,0.76,0
990033881772,765,803,8418,0.83,0
990047503752,678,788,9182,0.7,0
990013275211,657,399,9704,0.66,0
990071240012,903,627,8659,0.81,0
990031925495,373,403,9774,0.69,0
990079325682,847,435,9941,0.63,0
990013884102,614,336,9686,0.65,0
990065309898,790,318,10867,0.56,0
990042355965,744,373,10486,0.68,0
990011495063,615,712,10400,0.67,0
990089797051,654,496,8513,0.81,0
990021774608,791,173,9071,0.66,0
990015325939,470,586,9922,0.64,0
990023012351,628,604,7219,0.8,0
990059465462,648,300,8980,0.62,0
990056909179,387,191,8517,0.62,0
990036838254,427,528,10673,0.74,0
990017988286,629,390,11300,0.79,0
990061316914,468,913,9378,0.66,0
990033946825,1070,611,5436,0.45,1
990081713147,762,366,11317,0.75,0
990002673285,806,511,9982,0.82,0
990077685013,405,603,9610,0.61,0
990072939926,1560,1175,6302,0.28,1
990032319369,648,723,7588,0.6,0
990018039383,618,538,8877,0.85,0
990011485397,553,456,8987,0.55,0
990090183203,769,502,8361,0.73,0
990002891559,1094,545,8345,0.95,0
990047861953,605,780,8653,0.61,0
990085489996,1664,724,4387,0.35,1
990068330029,992,372,9369,0.61,0
990086686205,472,466,9107,0.69,0
990018361942,515,674,7808,0.84,0
990041908968,2306,1401,1865,0.45,1
990054631619,440,482,7822,0.77,0
990015344024,486,432,8490,0.61,0
990014496886,872,297,8777,0.67,0
990074931729,178,439,8112,0.66,0
990032965108,845,296,8914,0.6,0
990066556317,692,322,10582,0.64,0
990071047069,1151,496,9105,0.92,0
990048833103,477,691,8475,0.65,0
990077231319,861,700,9626,0.61,0
990030821897,536,838,8592,0.74,0
990070409150,994,260,8457,0.75,0
990095695314,925,626,9065,0.76,0
990090118457,939,601,8294,0.43,0
990070328443,661,715,10582,0.68,0
990023708729,759,467,7225,0.57,0
990038396540,620,438,8197,0.61,0
990065642486,399,262,8629,0.62,0
990077802277,812,353,8652,0.81,0
990072988879,662,402,9026,0.73,0
990087613838,886,455,9766,0.54,0
990055966419,727,537,7937,0.64,0
990065156197,1523,828,915,0.32,1
990085377012,1930,1484,2708,0.33,1
990046589096,557,555,7889,0.82,0
990016026264,581,580,10868,0.63,0
990094780061,965,522,9942,0.61,0
990082015914,578,498,7670,0.63,0
990093926872,596,386,8214,0.54,0
990030711816,551,440,8787,0.91,0
990061381736,2628,754,4611,0.17,1
990063592429,2165,1555,3955,0.18,1
990074996361,395,607,10157,0.79,0
990005787024,849,626,9816,0.66,0
990009589014,658,694,9528,0.83,0
990033528606,731,525,8190,0.58,0
990023907482,769,330,9808,0.68,0
990057314544,637,581,8552,0.8,0
990076885362,539,317,8286,0.56,0
990036994424,829,568,8018,0.63,0
990044443679,815,627,9335,0.77,0
990064784613,858,636,9530,0.55,0
990064189682,412,331,7416,0.68,0
990064494161,868,566,10282,0.67,0
990027769310,921,494,10064,0.65,0
990042835083,729,515,6633,0.72,0
990033970202,398,384,9158,0.64,0
990006551034,433,396,8504,0.8,0
990039149597,636,732,11044,0.79,0
990014022890,715,346,9011,0.64,0
990022956107,2053,850,4423,0.34,1
990097861173,690,521,8593,0.69,0
990038876263,804,408,8739,0.68,0
990075550017,839,631,10563,0.59,0
990031767015,1344,1073,3059,0.19,1
990019961958,65,476,10416,0.69,0
990060746756,895,506,9156,0.54,0
990031229865,574,531,7367,0.72,0
990067217932,813,709,8328,0.69,0
990098193821,738,623,8811,0.64,0
990059206223,1259,515,10265,0.66,0
990027914380,1659,842,4090,0.41,1
990009158183,788,707,8365,0.68,0
990014846333,1171,662,9958,0.81,0
990052974992,414,520,8943,0.75,0
990073183264,464,359,8135,0.59,0
990070366120,2119,1989,3194,0.42,1
990052219222,648,373,10432,0.72,0
990037468979,515,639,8303,0.69,0
990055839995,807,611,8498,0.56,0
990012198148,1060,425,10271,0.68,0
990083226738,565,422,7442,0.66,0
990026314008,616,540,8687,0.54,0
990000076491,462,469,7647,0.57,0
990008540686,626,379,10234,0.63,0
990083472359,334,529,9002,0.75,0
990040726837,644,590,8808,0.72,0
990041026076,873,464,9657,0.61,0
990061873608,1835,1051,4049,0.45,1
990049891468,1545,1086,4475,0.41,1
990090718856,415,494,7314,0.95,0
990064838014,661,691,7180,0.49,0
990007419362,593,529,11417,0.77,0
990020015315,663,398,9773,0.83,0
990062793247,808,743,9516,0.73,0
990038541407,1166,649,7718,0.6,0
990074779501,612,550,7444,0.6,0
990013171548,638,579,9232,0.67,0
990086460700,823,686,6765,0.78,0
990003934089,408,546,8713,0.69,0
990057638054,497,627,8181,0.66,0
990048142595,877,474,10099,0.73,0
990073479324,556,294,10274,0.68,0
990079212048,994,549,7486,0.59,0
990054930353,503,672,9294,0.7,0
990024537842,223,547,9366,0.58,0
990038603196,789,590,9347,0.58,0
990046092900,749,342,10101,0.67,0
990065154112,122,436,7813,0.55,0
990075788687,759,697,9607,0.68,0
990048134360,700,773,10209,0.48,0
990052865141,651,601,9280,0.69,0
990049630391,380,786,10864,0.73,0
990093265640,369,495,10827,0.64,0
990049154686,698,869,8291,0.75,0
990076650317,1324,1509,5007,0.18,1
990089616638,498,539,7487,0.6,0
990076438350,623,386,8286,0.65,0
990088602204,628,791,7295,0.65,0
990090752698,246,360,8440,0.83,0
990085570718,1187,632,6462,0.78,0
990012085304,641,870,8126,0.77,0
990002995623,604,357,9130,0.65,0
990064296788,629,349,10591,0.66,0
990093389953,424,728,8105,0.64,0
990018465998,167,603,9348,0.75,0
990088046366,890,408,7642,0.67,0
990026495814,543,670,8840,0.75,0
990021792093,1242,1025,6165,0.31,1
990098748723,879,586,8174,0.85,0
990037378354,754,830,9379,0.68,0
990029365236,903,668,8131,0.76,0
990005313461,608,596,9134,0.69,0
990008668266,864,628,8220,0.64,0
990054199094,1266,566,8846,0.73,0
990057490098,588,433,9475,0.72,0
990068326356,2046,1243,5721,0.46,1
990075044537,664,547,7103,0.83,0
990064094544,707,317,7911,0.56,0
990099506191,1588,1004,4443,0.32,1
990026796541,664,429,8072,0.63,0
990093276864,645,485,9418,0.72,0
990079121235,674,559,7560,0.61,0
990019949716,711,512,7946,0.56,0
990062482551,769,429,8705,0.87,0
990039530752,629,718,7949,0.7,0
990028257932,647,562,9270,0.54,0
990032200695,786,536,7553,0.76,0
990039599591,760,373,8660,0.78,0
990043198635,608,497,7853,0.77,0
990028136755,414,389,10631,0.86,0
990098458834,325,389,10764,0.75,0
990064702590,705,598,9301,0.8,0
990071699417,1014,502,8133,0.77,0
990024140276,727,819,8351,0.7,0
990021118431,411,541,7896,0.62,0
990094572943,1099,631,8107,0.65,0
990001664311,2162,1590,3373,0.3,1
990059359288,543,368,9332,0.7,0
990072356655,613,533,8488,0.62,0
990096289670,358,586,8188,0.78,0
990014549345,786,533,8478,0.57,0
990095270146,388,617,8647,0.5,0
990073964172,799,445,8962,0.74,0
990063865953,504,561,7751,0.65,0
990098781242,473,622,9203,0.6,0
990017002063,649,314,8229,0.63,0
990053035205,1028,561,9452,0.78,0
990059664967,766,590,8749,0.77,0
990031419727,1433,1207,5097,0.31,1
990009180458,763,714,8959,0.71,0
990022022087,1709,1539,2095,0.37,1
990032858696,584,501,9455,0.54,0
990049405349,1003,372,9517,0.47,0
990064172953,662,408,8086,0.61,0
990089120017,726,318,9968,0.58,0
990043069726,596,620,8410,0.58,0
990070012838,816,468,9570,0.77,0
990077174688,734,160,7683,0.68,0
990062424483,959,652,8105,0.98,0
990038026359,525,470,8148,0.71,0
990019519796,417,592,8517,0.7,0
990016587191,826,796,9077,0.62,0
990073381433,809,564,9671,0.67,0
990000500961,671,591,8109,0.75,0
990009758965,658,576,8953,0.83,0
990001108901,812,615,9185,0.84,0
990071684702,570,593,8491,0.75,0
990008206864,754,491,9361,0.64,0
990095951888,403,531,8078,0.71,0
990010363443,1028,622,8234,0.68,0
990084156311,1085,588,10212,0.65,0
990077174439,690,362,8017,0.7,0
990063037647,1019,577,10052,0.66,0
990066786061,878,535,8688,0.61,0
990031633341,1078,500,9974,0.67,0
990026393263,616,499,9246,0.68,0
990025379564,645,470,7937,0.63,0
